pcut_position,psvol_position,label
-838821,35096,0
-838821,35096,0
-838821,35096,0
-838821,35096,0
-838821,35096,0
-838821,35096,0
-838821,35096,0
-838821,35096,0
-838821,35096,0
-838820,35096,0
-838820,35097,0
-838820,35097,0
-838819,35097,0
-838819,35097,0
-838818,35097,0
-838817,35097,0
-838817,35098,0
-838816,35098,0
-838815,35098,0
-838814,35099,0
-838813,35099,0
-838812,35100,0
-838811,35100,0
-838810,35101,0
-838809,35102,0
-838808,35102,0
-838806,35103,0
-838805,35104,0
-838804,35104,0
-838802,35105,0
-838801,35106,0
-838799,35107,0
-838798,35108,0
-838796,35109,0
-838794,35110,0
-838792,35111,0
-838791,35112,0
-838789,35113,0
-838787,35114,0
-838785,35115,0
-838783,35116,0
-838781,35117,0
-838778,35118,0
-838776,35120,0
-838774,35121,0
-838771,35122,0
-838769,35123,0
-838767,35125,0
-838764,35126,0
-838761,35128,0
-838759,35129,0
-838756,35131,0
-838753,35132,0
-838751,35134,0
-838748,35135,0
-838745,35137,0
-838742,35139,0
-838739,35140,0
-838736,35142,0
-838733,35144,0
-838730,35146,0
-838726,35148,0
-838723,35150,0
-838720,35152,0
-838716,35154,0
-838713,35155,0
-838710,35157,0
-838706,35160,0
-838702,35162,0
-838699,35164,0
-838695,35166,0
-838691,35168,0
-838687,35170,0
-838684,35173,0
-838680,35175,0
-838676,35177,0
-838672,35180,0
-838668,35182,0
-838664,35184,0
-838659,35187,0
-838655,35189,0
-838651,35192,0
-838647,35194,0
-838642,35197,0
-838638,35200,0
-838633,35202,0
-838629,35205,0
-838624,35208,0
-838620,35210,0
-838615,35213,0
-838610,35216,0
-838605,35219,0
-838601,35222,0
-838596,35225,0
-838591,35228,0
-838586,35231,0
-838581,35234,0
-838576,35237,0
-838571,35240,0
-838566,35243,0
-838560,35246,0
-838555,35249,0
-838550,35252,0
-838545,35256,0
-838539,35259,0
-838534,35262,0
-838528,35266,0
-838523,35269,0
-838517,35272,0
-838512,35276,0
-838506,35279,0
-838500,35283,0
-838495,35286,0
-838489,35290,0
-838483,35293,0
-838477,35297,0
-838471,35301,0
-838466,35305,0
-838460,35308,0
-838454,35312,0
-838448,35316,0
-838441,35320,0
-838435,35324,0
-838429,35328,0
-838423,35332,0
-838417,35335,0
-838411,35339,0
-838404,35344,0
-838398,35348,0
-838392,35352,0
-838385,35356,0
-838379,35360,0
-838372,35364,0
-838366,35368,0
-838359,35373,0
-838353,35377,0
-838346,35381,0
-838340,35386,0
-838333,35390,0
-838326,35395,0
-838320,35399,0
-838313,35404,0
-838306,35408,0
-838299,35413,0
-838293,35417,0
-838286,35422,0
-838279,35427,0
-838272,35431,0
-838265,35436,0
-838258,35441,0
-838251,35446,0
-838244,35451,0
-838237,35455,0
-838230,35461,0
-838223,35466,0
-838216,35471,0
-838209,35476,0
-838202,35481,0
-838195,35486,0
-838188,35491,0
-838181,35496,0
-838174,35501,0
-838167,35506,0
-838160,35512,0
-838152,35517,0
-838145,35522,0
-838138,35528,0
-838131,35533,0
-838124,35538,0
-838116,35544,0
-838109,35549,0
-838102,35555,0
-838095,35560,0
-838088,35566,0
-838081,35571,0
-838074,35577,0
-838067,35582,0
-838060,35588,0
-838053,35594,0
-838046,35599,0
-838039,35605,0
-838032,35610,0
-838025,35616,0
-838019,35621,0
-838012,35627,0
-838005,35632,0
-837999,35638,0
-837992,35643,0
-837986,35649,0
-837979,35655,0
-837973,35660,0
-837966,35666,0
-837960,35671,0
-837954,35677,0
-837947,35682,0
-837941,35688,0
-837935,35693,0
-837929,35699,0
-837923,35704,0
-837917,35710,0
-837911,35715,0
-837905,35721,0
-837899,35727,0
-837893,35732,0
-837887,35738,0
-837881,35743,0
-837875,35749,0
-837869,35754,0
-837864,35760,0
-837858,35765,0
-837853,35771,0
-837847,35776,0
-837841,35782,0
-837836,35788,0
-837830,35793,0
-837825,35799,0
-837820,35804,0
-837814,35810,0
-837809,35815,0
-837804,35821,0
-837799,35826,0
-837794,35832,0
-837788,35837,0
-837783,35843,0
-837778,35848,0
-837774,35854,0
-837769,35860,0
-837764,35865,0
-837759,35871,0
-837754,35876,0
-837749,35882,0
-837745,35887,0
-837740,35893,0
-837735,35898,0
-837731,35904,0
-837726,35909,0
-837722,35915,0
-837717,35921,0
-837713,35926,0
-837709,35932,0
-837704,35937,0
-837700,35943,0
-837696,35948,0
-837692,35954,0
-837688,35959,0
-837684,35965,0
-837680,35970,0
-837676,35976,0
-837672,35982,0
-837668,35987,0
-837664,35992,0
-837660,35998,0
-837656,36004,0
-837653,36009,0
-837649,36015,0
-837645,36020,0
-837642,36026,0
-837638,36031,0
-837635,36037,0
-837631,36042,0
-837628,36048,0
-837625,36053,0
-837621,36059,0
-837618,36064,0
-837615,36070,0
-837612,36075,0
-837608,36081,0
-837605,36087,0
-837602,36092,0
-837599,36098,0
-837596,36103,0
-837593,36109,0
-837591,36114,0
-837588,36120,0
-837585,36125,0
-837582,36131,0
-837580,36137,0
-837577,36142,0
-837574,36148,0
-837572,36153,0
-837569,36159,0
-837567,36164,0
-837564,36170,0
-837562,36175,0
-837560,36181,0
-837558,36186,0
-837555,36192,0
-837553,36197,0
-837551,36203,0
-837549,36209,0
-837547,36214,0
-837545,36220,0
-837543,36225,0
-837541,36231,0
-837539,36236,0
-837537,36242,0
-837535,36247,0
-837534,36253,0
-837532,36258,0
-837530,36264,0
-837529,36270,0
-837527,36275,0
-837525,36281,0
-837524,36286,0
-837523,36292,0
-837521,36297,0
-837520,36303,0
-837518,36308,0
-837517,36314,0
-837516,36319,0
-837515,36325,0
-837514,36330,0
-837512,36336,0
-837511,36342,0
-837510,36347,0
-837509,36353,0
-837508,36358,0
-837507,36364,0
-837507,36369,0
-837506,36375,0
-837505,36380,0
-837504,36386,0
-837504,36391,0
-837503,36397,0
-837502,36403,0
-837502,36408,0
-837501,36414,0
-837501,36419,0
-837500,36425,0
-837500,36430,0
-837499,36436,0
-837499,36441,0
-837499,36447,0
-837498,36452,0
-837498,36458,0
-837498,36464,0
-837498,36469,0
-837498,36475,0
-837498,36480,0
-837498,36486,0
-837498,36491,0
-837498,36497,0
-837498,36502,0
-837498,36508,0
-837498,36513,0
-837498,36519,0
-837499,36524,0
-837499,36530,0
-837499,36535,0
-837499,36541,0
-837500,36546,0
-837500,36552,0
-837501,36558,0
-837501,36563,0
-837502,36569,0
-837502,36574,0
-837503,36580,0
-837503,36585,0
-837504,36591,0
-837505,36596,0
-837506,36602,0
-837506,36607,0
-837507,36613,0
-837508,36618,0
-837509,36624,0
-837510,36630,0
-837511,36635,0
-837512,36641,0
-837513,36646,0
-837514,36652,0
-837515,36657,0
-837516,36663,0
-837517,36668,0
-837518,36674,0
-837519,36679,0
-837520,36685,0
-837522,36691,0
-837523,36696,0
-837524,36702,0
-837526,36707,0
-837527,36713,0
-837528,36718,0
-837530,36724,0
-837531,36729,0
-837533,36735,0
-837534,36740,0
-837536,36746,0
-837537,36752,0
-837539,36757,0
-837540,36763,0
-837542,36768,0
-837544,36774,0
-837545,36779,0
-837547,36785,0
-837549,36790,0
-837551,36796,0
-837553,36802,0
-837554,36807,0
-837556,36813,0
-837558,36818,0
-837560,36824,0
-837562,36830,0
-837564,36835,0
-837566,36841,0
-837568,36847,0
-837570,36853,0
-837573,36858,0
-837575,36864,0
-837577,36870,0
-837579,36876,0
-837581,36882,0
-837584,36887,0
-837586,36893,0
-837588,36899,0
-837591,36905,0
-837593,36911,0
-837596,36917,0
-837598,36923,0
-837601,36929,0
-837603,36935,0
-837606,36941,0
-837609,36947,0
-837611,36954,0
-837614,36960,0
-837617,36966,0
-837619,36972,0
-837622,36979,0
-837625,36985,0
-837628,36991,0
-837631,36998,0
-837634,37004,0
-837637,37011,0
-837640,37017,0
-837643,37024,0
-837646,37030,0
-837649,37037,0
-837655,37050,0
-837659,37057,0
-837662,37063,0
-837665,37070,0
-837668,37077,0
-837672,37084,0
-837675,37091,0
-837678,37098,0
-837682,37105,0
-837685,37112,0
-837689,37119,0
-837692,37126,0
-837696,37133,0
-837699,37140,0
-837703,37147,0
-837706,37154,0
-837710,37161,0
-837714,37169,0
-837717,37176,0
-837721,37183,0
-837725,37191,0
-837728,37198,0
-837732,37205,0
-837736,37213,0
-837739,37220,0
-837743,37228,0
-837747,37235,0
-837751,37243,0
-837754,37250,0
-837758,37258,0
-837762,37266,0
-837766,37273,0
-837769,37281,0
-837773,37289,0
-837777,37297,0
-837781,37304,0
-837784,37312,0
-837788,37320,0
-837792,37328,0
-837796,37336,0
-837799,37344,0
-837803,37352,0
-837807,37359,0
-837810,37367,0
-837814,37375,0
-837818,37383,0
-837821,37391,0
-837825,37399,0
-837828,37407,0
-837832,37416,0
-837835,37424,0
-837839,37432,0
-837842,37440,0
-837846,37448,0
-837849,37456,0
-837852,37464,0
-837855,37472,0
-837859,37481,0
-837862,37489,0
-837865,37497,0
-837868,37505,0
-837871,37514,0
-837874,37522,0
-837877,37531,0
-837880,37539,0
-837883,37547,0
-837886,37556,0
-837888,37565,0
-837891,37573,0
-837894,37582,0
-837896,37590,0
-837899,37599,0
-837901,37608,0
-837904,37617,0
-837906,37626,0
-837909,37634,0
-837911,37643,0
-837913,37653,0
-837915,37662,0
-837917,37671,0
-837919,37680,0
-837921,37689,0
-837923,37698,0
-837925,37708,0
-837927,37717,0
-837928,37726,0
-837930,37736,0
-837932,37745,0
-837933,37755,0
-837935,37765,0
-837936,37774,0
-837937,37784,0
-837938,37794,0
-837940,37803,0
-837941,37813,0
-837942,37823,0
-837942,37833,0
-837943,37843,0
-837944,37853,0
-837945,37863,0
-837945,37874,0
-837946,37884,0
-837946,37894,0
-837947,37904,0
-837947,37914,0
-837947,37925,0
-837948,37935,0
-837948,37945,0
-837948,37956,0
-837948,37966,0
-837947,37977,0
-837947,37988,0
-837947,37998,0
-837946,38009,0
-837946,38020,0
-837945,38030,0
-837945,38041,0
-837944,38052,0
-837943,38062,0
-837942,38073,0
-837941,38084,0
-837940,38095,0
-837939,38106,0
-837938,38117,0
-837936,38128,0
-837935,38138,0
-837933,38149,0
-837932,38160,0
-837930,38171,0
-837928,38182,0
-837926,38192,0
-837924,38203,0
-837922,38214,0
-837920,38225,0
-837918,38236,0
-837915,38246,0
-837913,38257,0
-837910,38268,0
-837908,38279,0
-837905,38290,0
-837902,38300,0
-837899,38311,0
-837896,38322,0
-837893,38333,0
-837890,38344,0
-837886,38354,0
-837883,38365,0
-837880,38376,0
-837876,38387,0
-837872,38398,0
-837869,38409,0
-837865,38419,0
-837861,38430,0
-837857,38441,0
-837853,38452,0
-837848,38463,0
-837844,38473,0
-837840,38484,0
-837835,38495,0
-837830,38506,0
-837826,38517,0
-837821,38527,0
-837816,38538,0
-837811,38549,0
-837806,38560,0
-837801,38570,0
-837795,38581,0
-837790,38592,0
-837784,38603,0
-837779,38613,0
-837773,38624,0
-837767,38634,0
-837761,38645,0
-837755,38655,0
-837749,38666,0
-837743,38676,0
-837737,38687,0
-837730,38697,0
-837724,38708,0
-837717,38718,0
-837711,38728,0
-837704,38739,0
-837697,38749,0
-837690,38759,0
-837683,38769,0
-837676,38779,0
-837669,38789,0
-837662,38799,0
-837654,38809,0
-837647,38819,0
-837639,38828,0
-837631,38838,0
-837623,38848,0
-837616,38858,0
-837608,38867,0
-837599,38877,0
-837591,38886,0
-837583,38896,0
-837575,38905,0
-837566,38915,0
-837558,38924,0
-837549,38933,0
-837540,38942,0
-837532,38952,0
-837523,38961,0
-837514,38970,0
-837505,38979,0
-837495,38988,0
-837486,38997,0
-837477,39006,0
-837467,39014,0
-837458,39023,0
-837448,39032,0
-837439,39041,0
-837429,39049,0
-837419,39058,0
-837409,39066,0
-837399,39075,0
-837389,39083,0
-837379,39092,0
-837369,39100,0
-837358,39108,0
-837348,39117,0
-837337,39125,0
-837327,39133,0
-837316,39142,0
-837305,39150,0
-837294,39158,0
-837284,39166,0
-837273,39174,0
-837262,39182,0
-837250,39191,0
-837239,39199,0
-837228,39207,0
-837217,39215,0
-837205,39223,0
-837194,39231,0
-837182,39239,0
-837170,39247,0
-837159,39256,0
-837147,39264,0
-837135,39272,0
-837123,39280,0
-837111,39288,0
-837099,39296,0
-837087,39304,0
-837075,39312,0
-837063,39320,0
-837050,39328,0
-837038,39337,0
-837025,39345,0
-837013,39353,0
-837000,39361,0
-836988,39369,0
-836975,39377,0
-836962,39385,0
-836949,39393,0
-836936,39401,0
-836923,39410,0
-836911,39418,0
-836898,39426,0
-836884,39434,0
-836871,39442,0
-836858,39450,0
-836845,39458,0
-836831,39466,0
-836818,39474,0
-836805,39483,0
-836791,39491,0
-836778,39499,0
-836764,39507,0
-836751,39515,0
-836737,39523,0
-836724,39531,0
-836710,39539,0
-836696,39547,0
-836682,39555,0
-836668,39564,0
-836655,39572,0
-836641,39580,0
-836627,39588,0
-836613,39596,0
-836599,39604,0
-836585,39612,0
-836571,39620,0
-836557,39628,0
-836543,39636,0
-836529,39645,0
-836515,39653,0
-836501,39661,0
-836487,39669,0
-836473,39677,0
-836459,39685,0
-836445,39693,0
-836431,39701,0
-836416,39709,0
-836402,39717,0
-836389,39724,0
-836375,39732,0
-836361,39740,0
-836347,39748,0
-836333,39756,0
-836319,39764,0
-836305,39771,0
-836292,39779,0
-836278,39787,0
-836264,39795,0
-836251,39802,0
-836237,39810,0
-836224,39818,0
-836210,39825,0
-836197,39833,0
-836184,39840,0
-836170,39848,0
-836157,39855,0
-836144,39863,0
-836131,39870,0
-836118,39878,0
-836105,39885,0
-836092,39892,0
-836079,39900,0
-836066,39907,0
-836053,39914,0
-836041,39921,0
-836028,39928,0
-836015,39936,0
-836003,39943,0
-835991,39950,0
-835978,39957,0
-835965,39964,0
-835953,39971,0
-835941,39978,0
-835929,39984,0
-835917,39991,0
-835905,39998,0
-835893,40005,0
-835881,40012,0
-835869,40018,0
-835857,40025,0
-835845,40032,0
-835834,40038,0
-835822,40045,0
-835811,40051,0
-835799,40058,0
-835788,40064,0
-835776,40071,0
-835765,40077,0
-835754,40084,0
-835743,40090,0
-835732,40096,0
-835721,40102,0
-835710,40109,0
-835698,40115,0
-835688,40121,0
-835677,40127,0
-835666,40133,0
-835656,40139,0
-835645,40145,0
-835634,40151,0
-835623,40157,0
-835613,40163,0
-835602,40169,0
-835592,40175,0
-835581,40181,0
-835571,40187,0
-835561,40193,0
-835550,40198,0
-835540,40204,0
-835530,40210,0
-835520,40216,0
-835510,40222,0
-835500,40227,0
-835490,40233,0
-835479,40239,0
-835469,40244,0
-835459,40250,0
-835450,40256,0
-835440,40261,0
-835430,40267,0
-835420,40272,0
-835410,40278,0
-835400,40284,0
-835390,40289,0
-835381,40295,0
-835371,40300,0
-835361,40306,0
-835351,40311,0
-835342,40317,0
-835332,40322,0
-835322,40328,0
-835313,40333,0
-835303,40339,0
-835293,40344,0
-835284,40350,0
-835274,40356,0
-835265,40361,0
-835255,40367,0
-835245,40372,0
-835236,40378,0
-835226,40383,0
-835217,40389,0
-835207,40394,0
-835198,40400,0
-835188,40405,0
-835179,40411,0
-835169,40417,0
-835160,40422,0
-835150,40428,0
-835141,40433,0
-835131,40439,0
-835122,40444,0
-835113,40450,0
-835103,40455,0
-835094,40461,0
-835085,40466,0
-835076,40472,0
-835066,40478,0
-835057,40483,0
-835048,40489,0
-835039,40494,0
-835030,40500,0
-835020,40505,0
-835011,40511,0
-835002,40516,0
-834993,40522,0
-834984,40527,0
-834975,40533,0
-834966,40539,0
-834957,40544,0
-834948,40550,0
-834939,40555,0
-834930,40561,0
-834922,40566,0
-834913,40572,0
-834904,40577,0
-834895,40583,0
-834886,40588,0
-834878,40594,0
-834869,40600,0
-834860,40605,0
-834852,40611,0
-834843,40616,0
-834834,40622,0
-834826,40627,0
-834817,40633,0
-834809,40638,0
-834800,40644,0
-834792,40649,0
-834783,40655,0
-834775,40660,0
-834767,40666,0
-834758,40672,0
-834750,40677,0
-834742,40683,0
-834734,40688,0
-834725,40694,0
-834717,40699,0
-834709,40705,0
-834701,40711,0
-834693,40716,0
-834685,40722,0
-834677,40727,0
-834669,40733,0
-834661,40738,0
-834653,40744,0
-834645,40749,0
-834637,40755,0
-834629,40761,0
-834622,40766,0
-834614,40772,0
-834606,40777,0
-834599,40783,0
-834591,40788,0
-834583,40794,0
-834576,40799,0
-834568,40805,0
-834561,40810,0
-834553,40816,0
-834546,40822,0
-834538,40827,0
-834531,40833,0
-834524,40838,0
-834517,40844,0
-834509,40849,0
-834502,40855,0
-834495,40860,0
-834488,40866,0
-834481,40871,0
-834474,40877,0
-834467,40883,0
-834460,40888,0
-834453,40894,0
-834446,40899,0
-834439,40905,0
-834432,40910,0
-834425,40916,0
-834419,40921,0
-834412,40927,0
-834405,40932,0
-834399,40938,0
-834392,40943,0
-834386,40949,0
-834379,40955,0
-834373,40960,0
-834366,40966,0
-834360,40971,0
-834354,40977,0
-834341,40988,0
-834335,40993,0
-834329,40999,0
-834323,41004,0
-834317,41010,0
-834311,41016,0
-834305,41021,0
-834299,41027,0
-834293,41032,0
-834287,41038,0
-834281,41043,0
-834275,41049,0
-834269,41054,0
-834264,41060,0
-834258,41065,0
-834253,41071,0
-834247,41076,0
-834241,41082,0
-834236,41088,0
-834230,41093,0
-834225,41099,0
-834220,41104,0
-834214,41110,0
-834209,41115,0
-834204,41121,0
-834199,41126,0
-834194,41132,0
-834188,41137,0
-834183,41143,0
-834178,41149,0
-834174,41154,0
-834169,41160,0
-834164,41165,0
-834159,41171,0
-834154,41176,0
-834149,41182,0
-834145,41187,0
-834140,41193,0
-834135,41198,0
-834131,41204,0
-834126,41209,0
-834122,41215,0
-834117,41221,0
-834113,41226,0
-834109,41232,0
-834104,41237,0
-834100,41243,0
-834096,41248,0
-834092,41254,0
-834088,41259,0
-834084,41265,0
-834080,41270,0
-834076,41276,0
-834072,41281,0
-834068,41287,0
-834064,41292,0
-834060,41298,0
-834056,41304,0
-834053,41309,0
-834049,41315,0
-834045,41320,0
-834042,41326,0
-834038,41331,0
-834035,41337,0
-834031,41342,0
-834028,41348,0
-834025,41353,0
-834021,41359,0
-834018,41365,0
-834015,41370,0
-834012,41376,0
-834008,41381,0
-834005,41387,0
-834002,41392,0
-833999,41398,0
-833996,41403,0
-833993,41409,0
-833991,41414,0
-833988,41420,0
-833985,41425,0
-833982,41431,0
-833980,41437,0
-833977,41442,0
-833974,41448,0
-833972,41453,0
-833969,41459,0
-833967,41464,0
-833964,41470,0
-833962,41475,0
-833960,41481,0
-833958,41486,0
-833955,41492,0
-833953,41498,0
-833951,41503,0
-833949,41509,0
-833947,41514,0
-833945,41520,0
-833943,41525,0
-833941,41531,0
-833939,41536,0
-833937,41542,0
-833935,41547,0
-833934,41553,0
-833932,41558,0
-833930,41564,0
-833929,41570,0
-833927,41575,0
-833925,41581,0
-833924,41586,0
-833923,41592,0
-833921,41597,0
-833920,41603,0
-833918,41608,0
-833917,41614,0
-833916,41619,0
-833915,41625,0
-833914,41631,0
-833912,41636,0
-833911,41642,0
-833910,41647,0
-833909,41653,0
-833908,41658,0
-833907,41664,0
-833907,41669,0
-833906,41675,0
-833905,41680,0
-833904,41686,0
-833904,41691,0
-833903,41697,0
-833902,41703,0
-833902,41708,0
-833901,41714,0
-833901,41719,0
-833900,41725,0
-833900,41730,0
-833899,41736,0
-833899,41741,0
-833899,41747,0
-833898,41752,0
-833898,41758,0
-833898,41763,0
-833898,41769,0
-833898,41774,0
-833898,41780,0
-833898,41786,0
-833898,41791,0
-833898,41797,0
-833898,41802,0
-833898,41808,0
-833898,41813,0
-833898,41819,0
-833899,41824,0
-833899,41830,0
-833899,41835,0
-833899,41841,0
-833900,41846,0
-833900,41852,0
-833901,41857,0
-833901,41863,0
-833902,41869,0
-833902,41874,0
-833903,41880,0
-833903,41885,0
-833904,41891,0
-833905,41896,0
-833906,41902,0
-833906,41907,0
-833907,41913,0
-833908,41919,0
-833909,41924,0
-833910,41930,0
-833911,41935,0
-833912,41941,0
-833913,41946,0
-833914,41952,0
-833915,41957,0
-833916,41963,0
-833917,41968,0
-833918,41974,0
-833919,41979,0
-833920,41985,0
-833922,41991,0
-833923,41996,0
-833924,42002,0
-833926,42007,0
-833927,42013,0
-833928,42018,0
-833930,42024,0
-833931,42029,0
-833933,42035,0
-833934,42040,0
-833936,42046,0
-833937,42052,0
-833939,42057,0
-833940,42063,0
-833942,42068,0
-833944,42074,0
-833945,42079,0
-833947,42085,0
-833949,42090,0
-833951,42096,0
-833953,42102,0
-833954,42107,0
-833956,42113,0
-833958,42118,0
-833960,42124,0
-833962,42130,0
-833964,42135,0
-833966,42141,0
-833968,42147,0
-833970,42153,0
-833973,42158,0
-833975,42164,0
-833977,42170,0
-833979,42176,0
-833981,42182,0
-833984,42187,0
-833986,42193,0
-833988,42199,0
-833991,42205,0
-833993,42211,0
-833996,42217,0
-833998,42223,0
-834001,42229,0
-834003,42235,0
-834006,42241,0
-834009,42247,0
-834011,42254,0
-834014,42260,0
-834017,42266,0
-834019,42272,0
-834022,42279,0
-834025,42285,0
-834028,42291,0
-834031,42298,0
-834034,42304,0
-834037,42311,0
-834040,42317,0
-834043,42324,0
-834046,42330,0
-834049,42337,0
-834052,42343,0
-834055,42350,0
-834059,42357,0
-834062,42363,0
-834065,42370,0
-834068,42377,0
-834072,42384,0
-834075,42391,0
-834078,42398,0
-834082,42405,0
-834085,42412,0
-834089,42419,0
-834092,42426,0
-834096,42433,0
-834099,42440,0
-834103,42447,0
-834106,42454,0
-834110,42461,0
-834114,42469,0
-834117,42476,0
-834121,42483,0
-834125,42491,0
-834128,42498,0
-834132,42505,0
-834136,42513,0
-834139,42520,0
-834143,42528,0
-834147,42535,0
-834151,42543,0
-834154,42551,0
-834158,42558,0
-834162,42566,0
-834166,42573,0
-834169,42581,0
-834173,42589,0
-834177,42597,0
-834181,42604,0
-834184,42612,0
-834188,42620,0
-834192,42628,0
-834196,42636,0
-834199,42644,0
-834203,42652,0
-834207,42659,0
-834210,42667,0
-834214,42675,0
-834218,42683,0
-834221,42691,0
-834225,42699,0
-834228,42707,0
-834232,42716,0
-834235,42724,0
-834239,42732,0
-834242,42740,0
-834246,42748,0
-834249,42756,0
-834252,42764,0
-834255,42772,0
-834259,42780,0
-834262,42788,0
-834265,42796,0
-834268,42805,0
-834271,42813,0
-834274,42821,0
-834277,42829,0
-834280,42837,0
-834283,42845,0
-834286,42853,0
-834289,42861,0
-834291,42869,0
-834294,42877,0
-834297,42886,0
-834299,42894,0
-834302,42902,0
-834304,42910,0
-834306,42918,0
-834309,42926,0
-834311,42934,0
-834313,42942,0
-834315,42950,0
-834317,42959,0
-834319,42967,0
-834321,42975,0
-834323,42983,0
-834325,42991,0
-834327,42999,0
-834328,43007,0
-834330,43015,0
-834332,43023,0
-834333,43031,0
-834335,43040,0
-834336,43048,0
-834337,43056,0
-834338,43064,0
-834340,43072,0
-834341,43080,0
-834342,43088,0
-834343,43096,0
-834343,43104,0
-834344,43113,0
-834345,43121,0
-834346,43129,0
-834346,43137,0
-834347,43145,0
-834347,43153,0
-834347,43161,0
-834347,43169,0
-834348,43177,0
-834348,43186,0
-834348,43194,0
-834348,43202,0
-834347,43210,0
-834347,43218,0
-834347,43226,0
-834346,43234,0
-834346,43242,0
-834345,43251,0
-834345,43259,0
-834344,43267,0
-834343,43275,0
-834342,43284,0
-834341,43292,0
-834340,43300,0
-834339,43309,0
-834337,43317,0
-834336,43325,0
-834335,43334,0
-834333,43343,0
-834331,43351,0
-834330,43360,0
-834328,43369,0
-834326,43377,0
-834324,43386,0
-834322,43395,0
-834320,43404,0
-834317,43412,0
-834315,43421,0
-834313,43430,0
-834310,43439,0
-834307,43448,0
-834305,43457,0
-834302,43467,0
-834299,43476,0
-834296,43485,0
-834293,43494,0
-834290,43504,0
-834286,43513,0
-834283,43523,0
-834279,43532,0
-834276,43542,0
-834272,43551,0
-834268,43561,0
-834265,43571,0
-834261,43580,0
-834257,43590,0
-834252,43600,0
-834248,43610,0
-834244,43620,0
-834239,43630,0
-834235,43640,0
-834230,43650,0
-834226,43660,0
-834221,43670,0
-834216,43680,0
-834211,43691,0
-834206,43701,0
-834201,43711,0
-834195,43722,0
-834190,43732,0
-834184,43743,0
-834179,43753,0
-834173,43764,0
-834167,43775,0
-834161,43785,0
-834155,43796,0
-834149,43806,0
-834143,43817,0
-834137,43828,0
-834131,43838,0
-834124,43849,0
-834118,43860,0
-834111,43871,0
-834104,43881,0
-834097,43892,0
-834090,43903,0
-834083,43914,0
-834076,43925,0
-834069,43935,0
-834062,43946,0
-834054,43957,0
-834047,43968,0
-834039,43979,0
-834032,43989,0
-834024,44000,0
-834016,44011,0
-834008,44022,0
-834000,44033,0
-833992,44044,0
-833984,44054,0
-833975,44065,0
-833967,44076,0
-833958,44087,0
-833950,44097,0
-833941,44108,0
-833932,44119,0
-833923,44130,0
-833914,44141,0
-833905,44152,0
-833896,44162,0
-833887,44173,0
-833878,44184,0
-833868,44195,0
-833859,44206,0
-833849,44216,0
-833839,44227,0
-833830,44238,0
-833820,44249,0
-833810,44260,0
-833800,44270,0
-833790,44281,0
-833780,44292,0
-833770,44303,0
-833759,44314,0
-833749,44324,0
-833738,44335,0
-833728,44346,0
-833717,44357,0
-833706,44367,0
-833695,44378,0
-833685,44389,0
-833674,44399,0
-833663,44410,0
-833651,44420,0
-833640,44431,0
-833629,44442,0
-833618,44452,0
-833606,44463,0
-833595,44473,0
-833583,44484,0
-833571,44494,0
-833560,44504,0
-833548,44514,0
-833536,44525,0
-833524,44535,0
-833512,44545,0
-833500,44555,0
-833488,44565,0
-833475,44575,0
-833463,44585,0
-833451,44595,0
-833439,44605,0
-833426,44615,0
-833413,44624,0
-833401,44634,0
-833388,44644,0
-833376,44653,0
-833363,44663,0
-833350,44673,0
-833337,44682,0
-833324,44691,0
-833311,44701,0
-833298,44710,0
-833285,44719,0
-833272,44729,0
-833259,44738,0
-833245,44747,0
-833232,44756,0
-833219,44765,0
-833205,44774,0
-833192,44783,0
-833178,44792,0
-833165,44801,0
-833151,44809,0
-833137,44818,0
-833124,44827,0
-833110,44835,0
-833096,44844,0
-833082,44853,0
-833069,44861,0
-833055,44870,0
-833041,44878,0
-833027,44886,0
-833013,44895,0
-832999,44903,0
-832985,44911,0
-832971,44920,0
-832957,44928,0
-832943,44936,0
-832929,44944,0
-832915,44952,0
-832901,44960,0
-832887,44969,0
-832873,44977,0
-832859,44985,0
-832845,44993,0
-832831,45001,0
-832816,45009,0
-832802,45017,0
-832789,45024,0
-832775,45032,0
-832761,45040,0
-832747,45048,0
-832733,45056,0
-832719,45064,0
-832705,45071,0
-832692,45079,0
-832678,45087,0
-832664,45095,0
-832651,45102,0
-832637,45110,0
-832624,45118,0
-832610,45125,0
-832597,45133,0
-832584,45140,0
-832570,45148,0
-832557,45155,0
-832544,45163,0
-832531,45170,0
-832518,45178,0
-832505,45185,0
-832492,45192,0
-832479,45200,0
-832466,45207,0
-832453,45214,0
-832441,45221,0
-832428,45228,0
-832415,45235,0
-832403,45243,0
-832391,45250,0
-832378,45257,0
-832365,45264,0
-832353,45271,0
-832341,45277,0
-832329,45284,0
-832317,45291,0
-832305,45298,0
-832293,45305,0
-832281,45312,0
-832269,45318,0
-832257,45325,0
-832245,45332,0
-832234,45338,0
-832222,45345,0
-832210,45351,0
-832199,45358,0
-832188,45364,0
-832176,45371,0
-832165,45377,0
-832154,45384,0
-832143,45390,0
-832121,45402,0
-832110,45408,0
-832099,45415,0
-832088,45421,0
-832077,45427,0
-832066,45433,0
-832055,45439,0
-832045,45445,0
-832034,45451,0
-832024,45457,0
-832013,45463,0
-832002,45469,0
-831992,45475,0
-831982,45481,0
-831971,45487,0
-831961,45492,0
-831950,45498,0
-831940,45504,0
-831930,45510,0
-831920,45516,0
