pcut_position,psvol_position,label
-851913,16639,1
-851911,16645,1
-851910,16650,1
-851909,16656,1
-851908,16661,1
-851908,16667,1
-851907,16673,1
-851906,16678,1
-851905,16684,1
-851904,16689,1
-851904,16695,1
-851903,16700,1
-851902,16706,1
-851902,16711,1
-851901,16717,1
-851901,16722,1
-851900,16728,1
-851900,16734,1
-851899,16739,1
-851899,16745,1
-851899,16750,1
-851898,16756,1
-851898,16761,1
-851898,16767,1
-851898,16772,1
-851898,16778,1
-851898,16783,1
-851898,16789,1
-851898,16794,1
-851898,16800,1
-851898,16806,1
-851898,16811,1
-851898,16817,1
-851898,16822,1
-851898,16828,1
-851899,16833,1
-851899,16839,1
-851899,16844,1
-851899,16850,1
-851900,16855,1
-851900,16861,1
-851901,16866,1
-851901,16872,1
-851902,16878,1
-851902,16883,1
-851903,16889,1
-851904,16894,1
-851904,16900,1
-851905,16905,1
-851906,16911,1
-851907,16916,1
-851908,16922,1
-851908,16927,1
-851909,16933,1
-851910,16939,1
-851911,16944,1
-851912,16950,1
-851913,16955,1
-851914,16961,1
-851915,16966,1
-851916,16972,1
-851917,16977,1
-851919,16983,1
-851920,16988,1
-851921,16994,1
-851922,17000,1
-851924,17005,1
-851925,17011,1
-851926,17016,1
-851928,17022,1
-851929,17027,1
-851931,17033,1
-851932,17038,1
-851934,17044,1
-851935,17049,1
-851937,17055,1
-851938,17061,1
-851940,17066,1
-851941,17072,1
-851943,17077,1
-851945,17083,1
-851947,17089,1
-851948,17094,1
-851950,17100,1
-851952,17105,1
-851954,17111,1
-851956,17117,1
-851958,17122,1
-851959,17128,1
-851961,17134,1
-851963,17139,1
-851965,17145,1
-851968,17151,1
-851970,17156,1
-851972,17162,1
-851974,17168,1
-851976,17174,1
-851978,17180,1
-851981,17185,1
-851983,17191,1
-851985,17197,1
-851988,17203,1
-851990,17209,1
-851992,17215,1
-851995,17221,1
-851997,17227,1
-852000,17233,1
-852002,17239,1
-852005,17245,1
-852008,17251,1
-852010,17258,1
-852013,17264,1
-852016,17270,1
-852018,17276,1
-852021,17283,1
-852024,17289,1
-852027,17295,1
-852030,17302,1
-852033,17308,1
-852036,17315,1
-852039,17321,1
-852042,17328,1
-852045,17334,1
-852048,17341,1
-852051,17347,1
-852054,17354,1
-852057,17361,1
-852060,17368,1
-852064,17374,1
-852067,17381,1
-852070,17388,1
-852074,17395,1
-852077,17402,1
-852080,17409,1
-852084,17416,1
-852087,17423,1
-852091,17430,1
-852094,17437,1
-852098,17444,1
-852101,17451,1
-852105,17458,1
-852108,17466,1
-852112,17473,1
-852116,17480,1
-852119,17488,1
-852123,17495,1
-852127,17502,1
-852130,17510,1
-852134,17517,1
-852138,17525,1
-852141,17532,1
-852145,17540,1
-852149,17547,1
-852153,17555,1
-852156,17562,1
-852160,17570,1
-852164,17578,1
-852168,17586,1
-852172,17593,1
-852175,17601,1
-852179,17609,1
-852183,17616,1
-852187,17624,1
-852190,17632,1
-852194,17640,1
-852198,17648,1
-852201,17656,1
-852205,17664,1
-852209,17672,1
-852212,17680,1
-852216,17688,1
-852220,17696,1
-852223,17704,1
-852227,17712,1
-852230,17720,1
-852234,17728,1
-852237,17736,1
-852241,17744,1
-852244,17752,1
-852247,17760,1
-852251,17768,1
-852254,17776,1
-852257,17784,1
-852260,17793,1
-852264,17801,1
-852267,17809,1
-852270,17817,1
-852273,17825,1
-852276,17833,1
-852279,17841,1
-852282,17849,1
-852284,17857,1
-852287,17865,1
-852290,17874,1
-852293,17882,1
-852295,17890,1
-852298,17898,1
-852300,17906,1
-852303,17914,1
-852305,17922,1
-852308,17930,1
-852310,17938,1
-852312,17947,1
-852314,17955,1
-852316,17963,1
-852318,17971,1
-852320,17979,1
-852322,17987,1
-852324,17995,1
-852326,18003,1
-852328,18011,1
-852329,18020,1
-852331,18028,1
-852332,18036,1
-852334,18044,1
-852335,18052,1
-852337,18060,1
-852338,18068,1
-852339,18076,1
-852340,18084,1
-852341,18092,1
-852342,18101,1
-852343,18109,1
-852344,18117,1
-852344,18125,1
-852345,18133,1
-852346,18141,1
-852346,18149,1
-852347,18157,1
-852347,18165,1
-852347,18173,1
-852347,18182,1
-852347,18190,1
-852347,18198,1
-852347,18206,1
-852347,18214,1
-852347,18222,1
-852347,18230,1
-852346,18238,1
-852346,18246,1
-852345,18255,1
-852345,18263,1
-852344,18271,1
-852343,18279,1
-852342,18287,1
-852341,18295,1
-852340,18303,1
-852339,18311,1
-852338,18319,1
-852336,18328,1
-852335,18336,1
-852333,18344,1
-852332,18352,1
-852330,18360,1
-852328,18368,1
-852326,18376,1
-852325,18384,1
-852322,18392,1
-852320,18400,1
-852318,18409,1
-852316,18417,1
-852313,18425,1
-852311,18433,1
-852308,18441,1
-852305,18449,1
-852303,18457,1
-852300,18465,1
-852297,18473,1
-852294,18481,1
-852291,18490,1
-852287,18498,1
-852284,18506,1
-852281,18514,1
-852277,18522,1
-852273,18530,1
-852270,18538,1
-852266,18546,1
-852262,18555,1
-852258,18563,1
-852254,18571,1
-852250,18579,1
-852245,18587,1
-852241,18595,1
-852236,18603,1
-852232,18611,1
-852227,18619,1
-852222,18627,1
-852217,18636,1
-852212,18644,1
-852207,18652,1
-852202,18660,1
-852197,18668,1
-852191,18676,1
-852186,18684,1
-852180,18692,1
-852175,18700,1
-852169,18709,1
-852163,18717,1
-852157,18725,1
-852151,18733,1
-852145,18741,1
-852139,18749,1
-852132,18757,1
-852126,18765,1
-852119,18773,1
-852113,18782,1
-852106,18790,1
-852099,18798,1
-852092,18806,1
-852085,18814,1
-852078,18822,1
-852071,18830,1
-852064,18838,1
-852056,18846,1
-852049,18854,1
-852041,18862,1
-852034,18871,1
-852026,18879,1
-852018,18887,1
-852010,18895,1
-852002,18903,1
-851994,18911,1
-851986,18919,1
-851978,18927,1
-851969,18936,1
-851961,18944,1
-851952,18952,1
-851943,18960,1
-851935,18968,1
-851926,18976,1
-851917,18984,1
-851908,18992,1
-851899,19000,1
-851890,19008,1
-851880,19017,1
-851871,19025,1
-851862,19033,1
-851852,19041,1
-851842,19049,1
-851833,19057,1
-851823,19065,1
-851813,19073,1
-851803,19081,1
-851793,19090,1
-851783,19098,1
-851773,19106,1
-851762,19114,1
-851752,19122,1
-851741,19130,1
-851731,19138,1
-851720,19146,1
-851709,19154,1
-851699,19162,1
-851688,19171,1
-851677,19179,1
-851666,19187,1
-851655,19195,1
-851644,19203,1
-851632,19211,1
-851621,19219,1
-851610,19227,1
-851598,19235,1
-851587,19244,1
-851575,19252,1
-851563,19260,1
-851552,19268,1
-851540,19276,1
-851528,19284,1
-851516,19292,1
-851504,19300,1
-851492,19308,1
-851480,19317,1
-851467,19325,1
-851455,19333,1
-851443,19341,1
-851430,19349,1
-851418,19357,1
-851405,19365,1
-851393,19373,1
-851380,19381,1
-851367,19389,1
-851354,19398,1
-851342,19406,1
-851329,19414,1
-851316,19422,1
-851303,19430,1
-851290,19438,1
-851277,19446,1
-851263,19454,1
-851250,19462,1
-851237,19470,1
-851223,19479,1
-851210,19487,1
-851197,19495,1
-851183,19503,1
-851170,19511,1
-851156,19519,1
-851143,19527,1
-851129,19535,1
-851115,19543,1
-851102,19552,1
-851088,19560,1
-851074,19568,1
-851060,19576,1
-851046,19584,1
-851032,19592,1
-851018,19600,1
-851004,19608,1
-850991,19616,1
-850976,19624,1
-850963,19632,1
-850949,19641,1
-850935,19648,1
-850921,19657,1
-850907,19664,1
-850893,19672,1
-850879,19680,1
-850865,19688,1
-850852,19696,1
-850838,19704,1
-850824,19712,1
-850811,19720,1
-850797,19727,1
-850784,19735,1
-850770,19743,1
-850757,19750,1
-850744,19758,1
-850730,19765,1
-850717,19773,1
-850704,19780,1
-850691,19787,1
-850679,19794,1
-850666,19802,1
-850653,19809,1
-850641,19816,1
-850628,19823,1
-850616,19830,1
-850604,19837,1
-850592,19843,1
-850580,19850,1
-850568,19857,1
-850556,19863,1
-850545,19870,1
-850533,19876,1
-850522,19883,1
-850511,19889,1
-850500,19895,1
-850489,19902,1
-850478,19908,1
-850467,19914,1
-850457,19920,1
-850446,19926,1
-850436,19931,1
-850426,19937,1
-850416,19943,1
-850406,19949,1
-850396,19954,1
-850387,19960,1
-850377,19965,1
-850368,19970,1
-850359,19976,1
-850349,19981,1
-850340,19986,1
-850332,19991,1
-850323,19996,1
-850314,20001,1
-850305,20005,1
-850297,20010,1
-850289,20015,1
-850281,20019,1
-850273,20023,1
-850265,20028,1
-850258,20032,1
-850250,20036,1
-850243,20040,1
-850235,20044,1
-850228,20048,1
-850221,20051,1
-850214,20055,1
-850207,20059,1
-850201,20062,1
-850194,20065,1
-850187,20069,1
-850181,20072,1
-850175,20075,1
-850168,20078,1
-850162,20080,1
-850156,20083,1
-850150,20086,1
-850144,20088,1
-850139,20091,1
-850133,20093,1
-850127,20095,1
-850122,20097,1
-850116,20099,1
-850111,20101,1
-850106,20103,1
-850101,20105,1
-850095,20106,1
-850090,20108,1
-850085,20109,1
-850080,20111,1
-850075,20112,1
-850070,20113,1
-850065,20115,1
-850061,20116,1
-850056,20117,1
-850051,20118,1
-850046,20119,1
-850042,20120,1
-850037,20120,1
-850032,20121,1
-850027,20122,1
-850023,20123,1
-850018,20123,1
-850013,20124,1
-850008,20124,1
-850004,20125,1
-849999,20125,1
-849994,20125,1
-849990,20126,1
-849985,20126,1
-849980,20126,1
-849975,20127,1
-849971,20127,1
-849966,20127,1
-849961,20127,1
-849957,20127,1
-849952,20127,1
-849947,20127,1
-849943,20127,1
-849938,20127,1
-849933,20127,1
-849929,20127,1
-849924,20127,1
-849919,20127,1
-849914,20127,1
-849910,20127,1
-849905,20127,1
-849900,20127,1
-849896,20127,1
-849891,20127,1
-849886,20127,1
-849882,20127,1
-849877,20127,1
-849872,20127,1
-849868,20127,1
-849863,20127,1
-849858,20127,1
-849854,20127,1
-849849,20127,1
-849844,20127,1
-849840,20127,1
-849835,20126,1
-849830,20126,1
-849826,20126,1
-849821,20126,1
-849817,20126,1
-849812,20126,1
-849807,20126,1
-849803,20126,1
-849798,20126,1
-849793,20126,1
-849789,20126,1
-849784,20126,1
-849779,20126,1
-849775,20126,1
-849770,20126,1
-849766,20125,1
-849761,20125,1
-849756,20125,1
-849752,20125,1
-849747,20125,1
-849743,20125,1
-849738,20125,1
-849733,20125,1
-849729,20125,1
-849724,20125,1
-849719,20125,1
-849715,20125,1
-849710,20125,1
-849706,20125,1
-849701,20125,1
-849697,20125,1
-849692,20125,1
-849688,20125,1
-849683,20125,1
-849678,20126,1
-849674,20126,1
-849669,20126,1
-849665,20126,1
-849660,20126,1
-849656,20127,1
-849651,20127,1
-849647,20127,1
-849642,20128,1
-849638,20128,1
-849633,20129,1
-849629,20130,1
-849624,20130,1
-849620,20131,1
-849615,20132,1
-849611,20133,1
-849606,20134,1
-849602,20134,1
-849597,20135,1
-849593,20136,1
-849588,20138,1
-849584,20139,1
-849579,20140,1
-849575,20141,1
-849570,20142,1
-849566,20144,1
-849561,20145,1
-849557,20146,1
-849552,20148,1
-849548,20149,1
-849544,20151,1
-849539,20152,1
-849535,20154,1
-849530,20156,1
-849526,20158,1
-849521,20159,1
-849517,20161,1
-849513,20163,1
-849508,20165,1
-849504,20167,1
-849499,20169,1
-849495,20171,1
-849491,20173,1
-849486,20176,1
-849482,20178,1
-849477,20180,1
-849473,20182,1
-849469,20185,1
-849464,20187,1
-849460,20189,1
-849456,20192,1
-849451,20194,1
-849447,20197,1
-849443,20199,1
-849438,20202,1
-849434,20204,1
-849430,20207,1
-849425,20210,1
-849421,20212,1
-849417,20215,1
-849412,20217,1
-849408,20220,1
-849404,20223,1
-849399,20225,1
-849395,20228,1
-849391,20230,1
-849386,20233,1
-849382,20236,1
-849378,20238,1
-849374,20241,1
-849369,20244,1
-849365,20246,1
-849361,20249,1
-849357,20251,1
-849352,20254,1
-849348,20257,1
-849344,20259,1
-849340,20262,1
-849335,20265,1
-849331,20267,1
-849327,20270,1
-849323,20273,1
-849319,20275,1
-849314,20278,1
-849310,20280,1
-849306,20283,1
-849302,20286,1
-849298,20288,1
-849293,20291,1
-849289,20294,1
-849285,20296,1
-849281,20299,1
-849277,20301,1
-849273,20304,1
-849269,20307,1
-849264,20309,1
-849260,20312,1
-849256,20315,1
-849252,20317,1
-849248,20320,1
-849244,20322,1
-849240,20325,1
-849236,20328,1
-849232,20330,1
-849228,20333,1
-849224,20336,1
-849220,20338,1
-849215,20341,1
-849211,20344,1
-849207,20346,1
-849203,20349,1
-849199,20351,1
-849195,20354,1
-849191,20357,1
-849187,20359,1
-849183,20362,1
-849179,20365,1
-849175,20367,1
-849171,20370,1
-849167,20372,1
-849163,20375,1
-849160,20378,1
-849156,20380,1
-849152,20383,1
-849148,20386,1
-849144,20388,1
-849140,20391,1
-849136,20393,1
-849132,20396,1
-849128,20399,1
-849124,20401,1
-849120,20404,1
-849116,20407,1
-849113,20409,1
-849109,20412,1
-849105,20414,1
-849101,20417,1
-849097,20420,1
-849093,20422,1
-849090,20425,1
-849086,20428,1
-849082,20430,1
-849078,20433,1
-849074,20436,1
-849071,20438,1
-849067,20441,1
-849063,20443,1
-849059,20446,1
-849056,20449,1
-849052,20451,1
-849048,20454,1
-849044,20457,1
-849041,20459,1
-849037,20462,1
-849033,20465,1
-849029,20467,1
-849026,20470,1
-849022,20472,1
-849018,20475,1
-849015,20478,1
-849011,20480,1
-849007,20483,1
-849004,20486,1
-849000,20488,1
-848996,20491,1
-848993,20493,1
-848989,20496,1
-848986,20499,1
-848982,20501,1
-848978,20504,1
-848975,20507,1
-848971,20509,1
-848968,20512,1
-848964,20515,1
-848961,20517,1
-848957,20520,1
-848954,20522,1
-848950,20525,1
-848947,20528,1
-848943,20530,1
-848940,20533,1
-848936,20536,1
-848933,20538,1
-848929,20541,1
-848926,20543,1
-848922,20546,1
-848919,20549,1
-848915,20551,1
-848912,20554,1
-848908,20557,1
-848905,20559,1
-848902,20562,1
-848898,20564,1
-848895,20567,1
-848891,20570,1
-848888,20572,1
-848885,20575,1
-848881,20578,1
-848878,20580,1
-848875,20583,1
-848871,20586,1
-848868,20588,1
-848865,20591,1
-848861,20593,1
-848858,20596,1
-848855,20599,1
-848851,20601,1
-848848,20604,1
-848845,20607,1
-848842,20609,1
-848838,20612,1
-848835,20614,1
-848832,20617,1
-848829,20620,1
-848826,20622,1
-848822,20625,1
-848819,20628,1
-848816,20630,1
-848813,20633,1
-848810,20635,1
-848807,20638,1
-848803,20641,1
-848800,20643,1
-848797,20646,1
-848794,20649,1
-848791,20651,1
-848788,20654,1
-848785,20657,1
-848782,20659,1
-848779,20662,1
-848775,20664,1
-848772,20667,1
-848769,20670,1
-848766,20672,1
-848763,20675,1
-848760,20678,1
-848757,20680,1
-848754,20683,1
-848751,20685,1
-848748,20688,1
-848745,20691,1
-848742,20693,1
-848739,20696,1
-848737,20699,1
-848734,20701,1
-848731,20704,1
-848728,20706,1
-848725,20709,1
-848722,20711,1
-848719,20714,1
-848717,20717,1
-848714,20719,1
-848711,20722,1
-848709,20724,1
-848706,20727,1
-848703,20729,1
-848701,20731,1
-848698,20734,1
-848696,20736,1
-848693,20739,1
-848691,20741,1
-848688,20743,1
-848686,20746,1
-848683,20748,1
-848681,20750,1
-848679,20752,1
-848677,20754,1
-848674,20757,1
-848672,20759,1
-848670,20761,1
-848668,20763,1
-848666,20765,1
-848664,20767,1
-848662,20769,1
-848660,20771,1
-848658,20773,1
-848656,20775,1
-848654,20776,1
-848652,20778,1
-848651,20780,1
-848649,20782,1
-848647,20784,1
-848645,20785,1
-848644,20787,1
-848642,20788,1
-848641,20790,1
-848639,20792,1
-848638,20793,1
-848636,20795,1
-848635,20796,1
-848634,20797,1
-848632,20799,1
-848631,20800,1
-848630,20801,1
-848629,20803,1
-848627,20804,1
-848626,20805,1
-848625,20806,1
-848624,20807,1
-848623,20808,1
-848622,20809,1
-848621,20810,1
-848620,20811,1
-848619,20812,1
-848618,20813,1
-848618,20814,1
-848617,20815,1
-848616,20816,1
-848615,20817,1
-848615,20817,1
-848614,20818,1
-848613,20819,1
-848613,20819,1
-848612,20820,1
-848612,20820,1
-848611,20821,1
-848611,20821,1
-848610,20822,1
-848610,20822,1
-848610,20823,1
-848609,20823,1
-848609,20824,1
-848609,20824,1
-848608,20824,1
-848608,20825,1
-848608,20825,1
-848608,20825,1
-848607,20825,1
-845006,25528,1
-845006,25528,1
-845006,25528,1
-845006,25528,1
-845006,25528,1
-845006,25528,1
-845006,25528,1
-845006,25528,1
-845006,25528,1
-845006,25528,1
-845006,25528,1
-845006,25528,1
-845006,25528,1
-845006,25528,1
-845006,25528,1
-845006,25528,1
-845006,25528,1
-845006,25528,1
-845006,25528,1
-845006,25528,1
-845006,25528,1
-845006,25528,1
-845006,25528,1
-845006,25528,1
-845006,25528,1
-845006,25528,1
-845006,25528,1
-845006,25528,1
-845006,25528,1
-845006,25528,1
-845006,25528,1
-845006,25528,1
-845006,25528,1
-845006,25528,1
-845006,25528,1
-845006,25528,1
-845006,25528,1
-845005,25528,1
-845005,25528,1
-845005,25528,1
-845005,25529,1
-845005,25529,1
-845005,25529,1
-845004,25529,1
-845004,25529,1
-845004,25529,1
-845004,25530,1
-845003,25530,1
-845003,25530,1
-845002,25531,1
-845002,25531,1
-845002,25531,1
-845001,25532,1
-845001,25532,1
-845000,25533,1
-845000,25533,1
-844999,25534,1
-844999,25535,1
-844998,25535,1
-844997,25536,1
-844997,25537,1
-844996,25537,1
-844995,25538,1
-844994,25539,1
-844993,25540,1
-844993,25541,1
-844992,25542,1
-844991,25543,1
-844990,25544,1
-844989,25545,1
-844988,25546,1
-844987,25547,1
-844986,25548,1
-844984,25549,1
-844983,25550,1
-844982,25552,1
-844981,25553,1
-844980,25554,1
-844978,25556,1
-844977,25557,1
-844976,25559,1
-844974,25560,1
-844973,25562,1
-844971,25563,1
-844970,25565,1
-844968,25567,1
-844967,25568,1
-844965,25570,1
-844964,25572,1
-844962,25574,1
-844960,25576,1
-844959,25578,1
-844957,25580,1
-844955,25582,1
-844953,25584,1
-844952,25586,1
-844950,25588,1
-844948,25590,1
-844946,25592,1
-844944,25594,1
-844942,25597,1
-844940,25599,1
-844938,25601,1
-844936,25604,1
-844934,25606,1
-844932,25609,1
-844930,25611,1
-844928,25613,1
-844926,25616,1
-844924,25618,1
-844922,25621,1
-844920,25624,1
-844918,25626,1
-844916,25629,1
-844914,25631,1
-844912,25634,1
-844910,25637,1
-844907,25640,1
-844905,25642,1
-844903,25645,1
-844901,25648,1
-844899,25651,1
-844897,25654,1
-844895,25656,1
-844892,25659,1
-844890,25662,1
-844888,25665,1
-844886,25668,1
-844884,25671,1
-844882,25674,1
-844880,25676,1
-844878,25679,1
-844876,25682,1
-844873,25685,1
-844871,25688,1
-844869,25691,1
-844867,25694,1
-844865,25697,1
-844863,25700,1
-844861,25703,1
-844859,25706,1
-844857,25708,1
-844855,25711,1
-844853,25714,1
-844851,25717,1
-844850,25720,1
-844848,25723,1
-844846,25726,1
-844844,25729,1
-844842,25732,1
-844840,25735,1
-844838,25738,1
-844836,25741,1
-844835,25743,1
-844833,25746,1
-844831,25749,1
-844829,25752,1
-844827,25755,1
-844826,25758,1
-844824,25761,1
-844822,25764,1
-844820,25767,1
-844819,25770,1
-844817,25773,1
-844815,25775,1
-844814,25778,1
-844812,25781,1
-844810,25784,1
-844809,25787,1
-844807,25790,1
-844805,25793,1
-844804,25796,1
-844802,25799,1
-844801,25802,1
-844799,25805,1
-844798,25808,1
-844796,25810,1
-844794,25813,1
-844793,25816,1
-844791,25819,1
-844790,25822,1
-844788,25825,1
-844787,25828,1
-844786,25831,1
-844784,25834,1
-844783,25837,1
-844781,25839,1
-844780,25842,1
-844778,25845,1
-844777,25848,1
-844776,25851,1
-844774,25854,1
-844773,25857,1
-844772,25860,1
-844770,25863,1
-844769,25866,1
-844768,25869,1
-844766,25872,1
-844765,25875,1
-844764,25877,1
-844763,25880,1
-844761,25883,1
-844760,25886,1
-844759,25889,1
-844758,25892,1
-844757,25895,1
-844755,25898,1
-844754,25901,1
-844753,25904,1
-844752,25907,1
-844751,25909,1
-844750,25912,1
-844749,25915,1
-844748,25918,1
-844747,25921,1
-844745,25924,1
-844744,25927,1
-844743,25930,1
-844742,25933,1
-844741,25936,1
-844740,25939,1
-844739,25941,1
-844738,25944,1
-844737,25947,1
-844736,25950,1
-844735,25953,1
-844735,25956,1
-844734,25959,1
-844733,25962,1
-844732,25965,1
-844731,25968,1
-844730,25971,1
-844729,25973,1
-844728,25976,1
-844728,25979,1
-844727,25982,1
-844726,25985,1
-844725,25988,1
-844724,25991,1
-844724,25994,1
-844723,25997,1
-844722,26000,1
-844721,26003,1
-844721,26005,1
-844720,26008,1
-844719,26011,1
-844718,26014,1
-844718,26017,1
-844717,26020,1
-844716,26023,1
-844716,26026,1
-844715,26029,1
-844715,26032,1
-844714,26035,1
-844713,26037,1
-844713,26040,1
-844712,26043,1
-844712,26046,1
-844711,26049,1
-844710,26052,1
-844710,26055,1
-844709,26058,1
-844709,26061,1
-844708,26064,1
-844708,26067,1
-844707,26069,1
-844707,26072,1
-844707,26075,1
-844706,26078,1
-844706,26081,1
-844705,26084,1
-844705,26087,1
-844704,26090,1
-844704,26093,1
-844704,26096,1
-844703,26099,1
-844703,26101,1
-844703,26104,1
-844702,26107,1
-844702,26110,1
-844702,26113,1
-844701,26116,1
-844701,26119,1
-844701,26122,1
-844701,26125,1
-844700,26128,1
-844700,26131,1
-844700,26134,1
-844700,26136,1
-844699,26139,1
-844699,26142,1
-844699,26145,1
-844699,26148,1
-844699,26151,1
-844699,26154,1
-844698,26157,1
-844698,26160,1
-844698,26163,1
-844698,26166,1
-844698,26168,1
-844698,26171,1
-844698,26174,1
-844698,26177,1
-844698,26180,1
-844698,26183,1
-844698,26186,1
-844698,26189,1
-844698,26192,1
-844698,26195,1
-844698,26198,1
-844698,26201,1
-844698,26203,1
-844698,26206,1
-844698,26209,1
-844698,26212,1
-844698,26215,1
-844698,26218,1
-844698,26221,1
-844698,26224,1
-844698,26227,1
-844698,26230,1
-844698,26232,1
-844699,26235,1
-844699,26238,1
-844699,26241,1
-844699,26244,1
-844699,26247,1
-844699,26250,1
-844700,26253,1
-844700,26256,1
-844700,26259,1
-844700,26262,1
-844701,26265,1
-844701,26268,1
-844701,26270,1
-844701,26273,1
-844702,26276,1
-844702,26279,1
-844702,26282,1
-844702,26285,1
-844703,26288,1
-844703,26291,1
-844703,26294,1
-844704,26297,1
-844704,26300,1
-844705,26302,1
-844705,26305,1
-844705,26308,1
-844706,26311,1
-844706,26314,1
-844706,26317,1
-844707,26320,1
-844707,26323,1
-844708,26326,1
-844708,26329,1
-844709,26332,1
-844709,26334,1
-844710,26337,1
-844710,26340,1
-844711,26343,1
-844711,26346,1
-844712,26349,1
-844712,26352,1
-844713,26355,1
-844713,26358,1
-844714,26361,1
-844714,26364,1
-844715,26366,1
-844715,26369,1
-844716,26372,1
-844717,26375,1
-844717,26378,1
-844718,26381,1
-844718,26384,1
-844719,26387,1
-844720,26390,1
-844720,26393,1
-844721,26396,1
-844722,26399,1
-844722,26401,1
-844723,26404,1
-844724,26407,1
-844724,26410,1
-844725,26413,1
-844726,26416,1
-844727,26419,1
-844727,26422,1
-844728,26425,1
-844729,26428,1
-844729,26431,1
-844730,26433,1
-844731,26436,1
-844732,26439,1
-844733,26442,1
-844733,26445,1
-844734,26448,1
-844735,26451,1
-844736,26454,1
-844737,26457,1
-844737,26460,1
-844738,26463,1
-844739,26465,1
-844740,26468,1
-844741,26471,1
-844742,26474,1
-844743,26477,1
-844743,26480,1
-844744,26483,1
-844745,26486,1
-844746,26489,1
-844747,26492,1
-844748,26495,1
-844749,26497,1
-844750,26500,1
-844751,26503,1
-844752,26506,1
-844753,26509,1
-844754,26512,1
-844755,26515,1
-844756,26518,1
-844757,26521,1
-844757,26524,1
-844758,26527,1
-844759,26530,1
-844760,26532,1
-844762,26535,1
-844763,26538,1
-844764,26541,1
-844765,26544,1
-844766,26547,1
-844767,26550,1
-844768,26553,1
-844769,26556,1
-844770,26559,1
-844771,26562,1
-844772,26565,1
-844773,26567,1
-844774,26570,1
-844775,26573,1
-844776,26576,1
-844777,26579,1
-844779,26582,1
-844780,26585,1
-844781,26588,1
-844782,26591,1
-844783,26594,1
-844784,26597,1
-844785,26599,1
-844786,26602,1
-844788,26605,1
-844789,26608,1
-844790,26611,1
-844791,26614,1
-844792,26617,1
-844794,26620,1
-844795,26623,1
-844796,26626,1
-844797,26629,1
-844799,26632,1
-844800,26636,1
-844801,26639,1
-844803,26642,1
-844804,26645,1
-844805,26648,1
-844807,26652,1
-844808,26655,1
-844810,26658,1
-844811,26662,1
-844813,26665,1
-844814,26669,1
-844816,26672,1
-844818,26676,1
-844819,26680,1
-844821,26684,1
-844823,26687,1
-844824,26691,1
-844826,26695,1
-844828,26699,1
-844830,26703,1
-844832,26707,1
-844833,26711,1
-844835,26715,1
-844837,26720,1
-844839,26724,1
-844841,26728,1
-844843,26733,1
-844846,26737,1
-844848,26742,1
-844850,26747,1
-844852,26751,1
-844854,26756,1
-844857,26761,1
-844859,26766,1
-844862,26771,1
-844864,26776,1
-844866,26781,1
-844869,26786,1
-844872,26792,1
-844874,26797,1
-844877,26802,1
-844880,26808,1
-844882,26813,1
-844885,26819,1
-844888,26825,1
-844891,26830,1
-844894,26836,1
-844897,26842,1
-844900,26848,1
-844903,26854,1
-844906,26860,1
-844909,26866,1
-844912,26873,1
-844915,26879,1
-844918,26885,1
-844921,26892,1
-844925,26898,1
-844928,26905,1
-844931,26912,1
-844935,26918,1
-844938,26925,1
-844941,26932,1
-844945,26939,1
-844948,26946,1
-844952,26953,1
-844955,26960,1
-844959,26967,1
-844962,26974,1
-844966,26982,1
-844969,26989,1
-844973,26996,1
-844977,27004,1
-844980,27011,1
-844984,27019,1
-844987,27026,1
-844991,27034,1
-844995,27041,1
-844998,27049,1
-845002,27057,1
-845005,27065,1
-845009,27072,1
-845013,27080,1
-845016,27088,1
-845020,27096,1
-845023,27104,1
-845027,27112,1
-845030,27120,1
-845034,27128,1
-845037,27136,1
-845041,27144,1
-845044,27152,1
-845047,27160,1
-845051,27168,1
-845054,27176,1
-845057,27184,1
-845060,27192,1
-845064,27201,1
-845067,27209,1
-845070,27217,1
-845073,27225,1
-845076,27233,1
-845079,27241,1
-845082,27249,1
-845084,27257,1
-845087,27265,1
-845090,27273,1
-845093,27282,1
-845095,27290,1
-845098,27298,1
-845100,27306,1
-845103,27314,1
-845105,27322,1
-845108,27330,1
-845110,27338,1
-845112,27346,1
-845114,27355,1
-845116,27363,1
-845118,27371,1
-845120,27379,1
-845122,27387,1
-845124,27395,1
-845126,27403,1
-845128,27411,1
-845129,27419,1
-845131,27428,1
-845132,27436,1
-845134,27444,1
-845135,27452,1
-845137,27460,1
-845138,27468,1
-845139,27476,1
-845140,27484,1
-845141,27492,1
-845142,27500,1
-845143,27509,1
-845144,27517,1
-845144,27525,1
-845145,27533,1
-845146,27541,1
-845146,27549,1
-845147,27557,1
-845147,27565,1
-845147,27573,1
-845147,27582,1
-845147,27590,1
-845147,27598,1
-845147,27606,1
-845147,27614,1
-845147,27622,1
-845147,27631,1
-845146,27639,1
-845146,27647,1
-845145,27655,1
-845145,27663,1
-845144,27671,1
-845143,27679,1
-845142,27687,1
-845141,27695,1
-845140,27703,1
-845139,27712,1
-845138,27720,1
-845136,27728,1
-845135,27736,1
-845133,27744,1
-845132,27752,1
-845130,27760,1
-845128,27768,1
-845126,27776,1
-845125,27785,1
-845122,27793,1
-845120,27801,1
-845118,27809,1
-845116,27817,1
-845113,27825,1
-845111,27833,1
-845108,27841,1
-845106,27849,1
-845103,27857,1
-845100,27866,1
-845097,27874,1
